id	lemma	pure	translit	full_definition
H106	אֶגְרֹף	אגרף	ʼegrôph	[G:references: G4435] 1) fist exegesis:from גָּרַף H1640 (in the sense of grasping); explanation: the clenched hand translation:fist.
H107	אִגֶּרֶת	אגרת	ʼiggereth	[G:references: G1992] 1) letter, missive exegesis:feminine of אִגְּרָא H104 ; explanation: an epistle translation:letter.
H108	אֵד	אד	ʼêd	1) mist exegesis:from the same as אוּד H181 (in the sense of enveloping); explanation: a fog translation:mist, vapor.
H109	אָדַב	אדב	ʼâdab	1) to grieve, cause grief 1a) (Hiph) to cause to grieve, to grieve, to cause grief exegesis:a primitive root; explanation: to languish translation:grieve.
H110	אַדְבְּאֵל	אדבאל	ʼAdbᵉʼêl	Adbeel = "chastened of God" 1) third son of Ishmael and grandson of Abraham exegesis:probably from אָדַב H109 (in the sense of chastisement) and אֵל H410 ; disciplined of God; explanation: Adbeel , a son of Ishmael translation:Adbeel.
H111	אֲדַד	אדד	ʼĂdad	Hadad = "I shall move softly: I shall love" 1) an Edomite enemy God raised up to punish Solomon for his sins exegesis:probably an orthographical variation for חֲדַד H2301 ; explanation: Adad (or Hadad), an Edomite translation:Hadad.
H112	אִדּוֹ	אדו	ʼIddôw	Iddo = "I will praise him" 1) a chief Israelite during resettlement exegesis:of uncertain derivation; explanation: Iddo , an Israelite translation:Iddo.
H113	אָדוֹן	אדון	ʼâdôwn	[G:references: G435,G758,G1203,G2962,G5530] 1) firm, strong, lord, master 1a) lord, master 1a1) reference to men 1a1a) superintendent of household, of affairs 1a1b) master 1a1c) king 1a2) reference to God 1a2a) the Lord God 1a2b) Lord of the whole earth 1b) lords, kings 1b1) reference to men 1b1a) proprietor of hill of Samaria 1b1b) master 1b1c) husband 1b1d) prophet 1b1e) governor 1b1f) prince 1b1g) king 1b2) reference to God 1b2a) Lord of lords (probably = "thy husband, Yahweh") 1c) my lord, my master 1c1) reference to men 1c1a) master 1c1b) husband 1c1c) prophet 1c1d) prince 1c1e) king 1c1f) father 1c1g) Moses 1c1h) priest 1c1i) theophanic angel 1c1j) captain 1c1k) general recognition of superiority 1c2) reference to God 1c2a) my Lord, my Lord and my God 1c2b) Adonai (parallel with Yahweh) exegesis:or (shortened) אָדֹן H ; from an unused root (meaning to rule); explanation: sovereign , i.e. controller (human or divine) translation:lord, master, owner. Compare also names beginning with 'Adoni-'.
H114	אַדּוֹן	אדון	ʼAddôwn	Addon = "powerful" 1) an Israelite? exegesis:probably intensive for אָדוֹן H113 ; powerful; explanation: Addon , apparently an Israelite translation:Addon.
H115	אֲדוֹרַיִם	אדורים	ʼĂdôwrayim	Adoraim = "double glory" 1) city in Judah fortified by Rehoboam about 5 miles or 8 km SW of Hebron exegesis:dual from אָדַר H142 (in the sense of eminence); double mound; explanation: Adorajim , a place in Palestine translation:Adoraim.
H116	אֱדַיִן	אדין	ʼĕdayin	1) then, afterwards, thereupon, from that time exegesis:(Aramaic) of uncertain derivation; explanation: then (of time) translation:now, that time, then.
H117	אַדִּיר	אדיר	ʼaddîyr	[G:references: G1413,G1415,G2298,G2478,G2479,G2900,G3173,G3175,G4731,G5242] 1) great, majestic 1a) of waters of sea 1b) of a tree 1c) of kings, nations, gods 2) great one, majestic one 2a) of nobles, chieftains, servants exegesis:from אָדַר H142 ; explanation: wide or (generally) large ; figuratively, powerful translation:excellent, famous, gallant, glorious, goodly, lordly, mighty(-ier one), noble, principal, worthy.
H118	אֲדַלְיָא	אדליא	ʼĂdalyâʼ	Adalia = "I shall be drawn up of Jah" 1) fifth son of Haman, executed at same time exegesis:of Persian derivation; explanation: Adalja , a son of Haman translation:Adalia.
H119	אָדַם	אדם	ʼâdam	[G:references: G4448] 1) to be red, red 1a) (Qal) ruddy (of Nazarites) 1b) (Pual) 1b1) to be rubbed red 1b2) dyed red 1b3) reddened 1c) (Hiphil) 1c1) to cause to show red 1c2) to glare 1c3) to emit (show) redness 1d) (Hithpael) 1d1) to redden 1d2) to grow red 1d3) to look red exegesis:to show blood (in the face), i.e. explanation: flush or turn rosy translation:be (dyed, made) red (ruddy).
H120	אָדָם	אדם	ʼâdâm	[G:references: G435,G444,G1538,G2349,G2992] 1) man, mankind 1a) man, human being 1b) man, mankind (much more frequently intended sense in OT) 1c) Adam, first man 1d) city in Jordan valley exegesis:from אָדַם H119 ; explanation: ruddy i.e. a human being (an individual or the species, mankind, etc.) translation:[idiom] another, [phrase] hypocrite, [phrase] common sort, [idiom] low, man (mean, of low degree), person.
H121	אָדָם	אדם	ʼÂdâm	[G:references: G76] Adam = "red" 1) first man 2) city in Jordan valley exegesis:the same as אָדָם H120 ; explanation: Adam the name of the first man, also of a place in Palestine translation:Adam.
H122	אָדֹם	אדם	ʼâdôm	1) red, ruddy (of man, horse, heifer, garment, water, lentils) exegesis:from אָדַם H119 ; explanation: rosy translation:red, ruddy.
H123	אֱדֹם	אדם	ʼĔdôm	[G:references: G2063,G4450,G2401] Edom = "red" 1) Edom 2) Edomite, Idumean-descendants of Esau 3) land of Edom, Idumea-land south and south east of Palestine exegesis:or (fully) אֱדוֹם H ; from אָדֹם H122 ; red (see Genesis 25:25); explanation: Edom , the elder twin-brother of Jacob; hence the region (Idumaea) occupied by him translation:Edom, Edomites, Idumea.
H124	אֹדֶם	אדם	ʼôdem	[G:references: G4556] 1) ruby, carnelian (redness) 1a) precious stone exegesis:from אָדַם H119 ; explanation: redness , i.e. the ruby , garnet , or some other red gem translation:sardius.
H125	אֲדַמְדָּם	אדמדם	ʼădamdâm	[G:references: G4449] 1) reddish, be reddish exegesis:reduplicated from אָדַם H119 ; explanation: reddish translation:(somewhat) reddish.
H126	אַדְמָה	אדמה	ʼAdmâh	Admah = "red earth" 1) city in the Siddim valley exegesis:contracted for אֲדָמָה H127 ; earthy; explanation: Admah , a place near the Dead Sea translation:Admah.
H127	אֲדָמָה	אדמה	ʼădâmâh	[G:references: G1093,G5561] 1) ground, land 1a) ground (as general, tilled, yielding sustenance) 1b) piece of ground, a specific plot of land 1c) earth substance (for building or constructing) 1d) ground as earth's visible surface 1e) land, territory, country 1f) whole inhabited earth 1g) city in Naphtali exegesis:from אָדַם H119 ; explanation: soil (from its general redness) translation:country, earth, ground, husband(-man) (-ry), land.
H128	אֲדָמָה	אדמה	ʼĂdâmâh	Adamah = "the earth" 1) city in Naphtali exegesis:the same as אֲדָמָה H127 ; explanation: Adamah , a place in Palestine translation:Adamah.
H129	אֲדָמִי	אדמי	ʼĂdâmîy	Adami = "man of Adar" 1) a pass or fortified place in Naphtali exegesis:from אֲדָמָה H127 ; earthy; explanation: Adami , a place in Palestine translation:Adami.
H130	אֱדֹמִי	אדמי	ʼĔdômîy	1) Edomite exegesis:or (fully) אֱדוֹמִי H ; patronymic from אֱדֹם H123 ; See אֲרוֹמִי H726 . explanation: an Edomite , or descendants from (or inhabitants of) Edom translation:Edomite.
H131	אֲדֻמִּים	אדמים	ʼĂdummîym	Adummim = "ruddy one: quieted ones?" 1) pass or ridge of hills, west of Gilgal exegesis:plural of אָדָם H121 ; red spots; explanation: Adummim , a pass in Palestine translation:Adummim.
H132	אַדְמֹנִי	אדמני	ʼadmônîy	1) red, ruddy (of Esau as infant) exegesis:or (fully) אַדְמוֹנִי H ; from אָדַם H119 ; explanation: reddish (of the hair or the complexion) translation:red, ruddy.
H133	אַדְמָתָא	אדמתא	ʼAdmâthâʼ	Admatha = "a testimony to them" 1) prince of Persia in reign of Ahasuerus (Xerxes) exegesis:probably of Persian derivation; explanation: Admatha , a Persian nobleman translation:Admatha.
H134	אֶדֶן	אדן	ʼeden	[G:references: G939,G2777,G2889,G5172] 1) base, pedestal, socket (strong, firm) 1a) pedestals of gold on which marble pillars were set 1b) pedestals of the earth, foundation of the earth 1c) pedestals, bases, or sockets on which tabernacle stood exegesis:from the same as אָדוֹן H113 (in the sense of strength); explanation: a basis (of a building, a column, etc.) translation:foundation, socket.
H135	אַדָּן	אדן	ʼAddân	Addan = "strong, firm" 1) place in Babylon, from which exiles returned exegesis:intensive from the same as אֶדֶן H134 ; firm; explanation: Addan , an Israelite translation:Addan.
H136	אֲדֹנָי	אדני	ʼĂdônây	[G:references: G1203,G2233,G2316,G2316,G2962,G2962] 1) my lord, lord 1a) of men 1b) of God 2) Lord-title, spoken in place of Yahweh in Jewish display of reverence exegesis:an emphatic form of אָדוֹן H113 ; explanation: the Lord (used as a proper name of God only) translation:(my) Lord.
H137	אֲדֹנִי־בֶזֶק	אדניבזק	ʼĂdônîy-Bezeq	Adoni-Bezek = "my lord is Besek" 1) king of the Canaanite city of Bezek, killed by Israelites exegesis:from אָדוֹן H113 and בֶּזֶק H966 ; lord of Bezek; explanation: Adoni-Bezek ; a Canaanitish king translation:Adonibezek.
H138	אֲדֹנִיָּה	אדניה	ʼĂdônîyâh	Adonijah = "my lord is Jehovah" 1) fourth son of David and Solomon's rival for the throne 2) Levite sent by Jehoshaphat to teach the Law 3) a chief of the people who co-operated with Nehemiah exegesis:original (prolonged) אֲדֹנִיָּהוּ H ; from אָדוֹן H113 and יָהּ H3050 ; lord (i.e. worshipper) of Jah; explanation: Adonijah , the name of three Israelites translation:Adonijah.
H139	אֲדֹנִי־צֶדֶק	אדניצדק	ʼĂdônîy-Tsedeq	Adoni-zedek = "my lord is righteous" 1) Canaanite king slain by Joshua exegesis:from אָדוֹן H113 and צֶדֶק H6664 ; lord of justice; explanation: Adoni-Tsedek , a Canaanitish king translation:Adonizedec.
H140	אֲדֹנִיקָם	אדניקם	ʼĂdônîyqâm	Adonikam = "my lord arose" 1) the head of an Israelite clan who returned from exile exegesis:from אָדוֹן H113 and קוּם H6965 ; lord of rising (i.e. high); explanation: Adonikam , the name of one or two Israelites translation:Adonikam.
H141	אֲדֹנִירָם	אדנירם	ʼĂdônîyrâm	Adoniram = "my lord is exalted" 1) one of Solomon's officers exegesis:from אָדוֹן H113 and רוּם H7311 ; lord of height; explanation: Adoniram , an Israelite translation:Adoniram.
H142	אָדַר	אדר	ʼâdar	1) to be great, be majestic, wide, noble (poetic) 1a) (Niphal) majestic, glorious (participle) 1b) (Hiphil) make glorious exegesis:a primitive root; explanation: to expand , i.e. be great or (figuratively) magnificent translation:(become) glorious, honourable.
H143	אֲדָר	אדר	ʼĂdâr	Adar = "glorious" 1) twelfth month, corresponding to modern March-April exegesis:probably of foreign derivation; perhaps meaning fire; explanation: Adar , the 12th Hebrew month translation:Adar.
H144	אֲדָר	אדר	ʼĂdâr	Adar = "glorious" 1) twelfth month, corresponding to modern March or April exegesis:(Aramaic) corresponding to אֲדָר H143 explanation:{ Adar , the 12th Hebrew month} translation:Adar.
H145	אֶדֶר	אדר	ʼeder	1) glory, magnificence 2) mantle, cloak (as wide) exegesis:from אָדַר H142 ; explanation: amplitude , i.e. (concrete) a mantle ; also (figuratively) splendor translation:goodly, robe.
H146	אַדָּר	אדר	ʼAddâr	Addar or Adar = "exceeding glorious" 1) son of Bela and Benjamin's grandson 2) city in Judah near Edom exegesis:intensive from אָדַר H142 ; ample; explanation: Addar , a place in Palestine; also an Israelite translation:Addar.
H147	אִדַּר	אדר	ʼiddar	1) threshing floor exegesis:(Aramaic) intensive, from a root corresponding to אָדַר H142 ; explanation: ample , i.e. a threshing-floor translation:threshingfloor.
H148	אֲדַרְגָּזֵר	אדרגזר	ʼădargâzêr	[G:references: G2233] 1) judge (diviner), counsellor exegesis:(Aramaic) from the same as אִדַּר H147 , and גְּזַר H1505 ; explanation: a chief diviner , or astrologer translation:judge.
H149	אַדְרַזְדָּא	אדרזדא	ʼadrazdâʼ	1) correctly, exactly, diligently, earnestly exegesis:(Aramaic) probably of Persian origin; explanation: quickly or carefully translation:diligently.
H150	אֲדַרְכֹּן	אדרכן	ʼădarkôn	[G:references: G1406] 1) drachma, dram, daric-unit of weight and value (of gold, money) equal to 128 grains or 4.32 grams exegesis:of Persian origin; explanation: a daric or Persian coin translation:dram.
H151	אֲדֹרָם	אדרם	ʼĂdôrâm	Adoram = "my lord is exalted" 1) an officer of David 2) an officer of Rehoboam exegesis:contracted for אֲדֹנִירָם H141 ; explanation: Adoram (or Adoniram), an Israelite translation:Adoram.
H152	אֲדְרַמֶּלֶךְ	אדרמלך	ʼĂdrammelek	Adrammelech = "honour of the king" or "Adar is prince" or "Adar is Counsellor, Decider" 1) an idol or god of the Sepharvites, introduced to Israel by Shalmaneser the fifth 2) the son and murderer of Sennacherib exegesis:from אָדַר H142 and מֶלֶךְ H4428 ; splendor of (the) king; explanation: Adrammelek , the name of an Assyrian idol, also of a son of Sennacherib translation:Adrammelech.
H153	אֶדְרָע	אדרע	ʼedrâʻ	1) strong, force, arm, power exegesis:(Aramaic) an orthographical variation for דְּרַע H1872 ; explanation: an arm , i.e. (figuratively) power translation:force.
H154	אֶדְרֶעִי	אדרעי	ʼedreʻîy	Edrei = "goodly pasture" 1) a chief city of Bashan, north of Jabbok river exegesis:from the equivalent of אֶדְרָע H153 ; mighty; explanation: Edrei , the name of two places in Palestine translation:Edrei.
H155	אַדֶּרֶת	אדרת	ʼaddereth	[G:references: G3172,G3374,G4749] 1) glory, cloak 1a) glory, splendour, magnificence (of a vine, shepherds) 1b) mantle, cloak made of fur or fine material 1b1) prophet's garment exegesis:feminine of אַדִּיר H117 ; ; also the same as אֶדֶר H145 explanation: something ample (as a large vine, a wide dress) translation:garment, glory, goodly, mantle, robe.
H156	אָדַשׁ	אדש	ʼâdash	1) (Qal) to tread, tread on, thresh, trample on exegesis:a primitive root; explanation: to tread out (grain) translation:thresh.
H157	אָהַב	אהב	ʼâhab	[G:references: G25,G25,G27,G1092,G1774,G2192,G2212,G2902,G5368,G5373,G5384,G5463] 1) to love 1a) (Qal) 1a1) human love for another, includes family, and sexual 1a2) human appetite for objects such as food, drink, sleep, wisdom 1a3) human love for or to God 1a4) act of being a friend 1a4a) lover (participle) 1a4b) friend (participle) 1a5) God's love toward man 1a5a) to individual men 1a5b) to people Israel 1a5c) to righteousness 1b) (Niphal) 1b1) lovely (participle) 1b2) loveable (participle) 1c) (Piel) 1c1) friends 1c2) lovers (fig. of adulterers) 2) to like exegesis:or אָהֵב H ; a primitive root; explanation: to have affection f or (sexually or otherwise) translation:(be-) love(-d, -ly, -r), like, friend.
